
Draw_Date	Winning_Numbers	Powerball	Power_Play	Estimated_Jackpot	Jackpot_Winners	Jackpot_Option
12/06/2014	43 - 22 - 49 - 15 - 12	14	2	$50 Million	Roll	
12/03/2014	54 - 30 - 32 - 46 - 25	26	3	$40 Million	Roll	
11/29/2014	13 - 30 - 24 - 42 - 48	27	2	$90 Million	Out of State Winner	
11/26/2014	46 - 17 - 22 - 16 - 54	35	5	$80 Million	Roll	
11/22/2014	54 - 53 - 23 - 57 - 49	35	2	$70 Million	Roll	
11/19/2014	38 - 6 - 36 - 48 - 51	17	2	$60 Million	Roll	
11/15/2014	35 - 16 - 33 - 51 - 13	28	2	$50 Million	Roll	
11/12/2014	55 - 37 - 39 - 52 - 51	11	3	$40 Million	Roll	
11/08/2014	9 - 33 - 19 - 38 - 54	15	3	$203 Million	Out of State Winner	
11/05/2014	19 - 2 - 11 - 21 - 42	34	3	$178 Million	Roll	
11/01/2014	1 - 38 - 25 - 13 - 3	17	2	$159 Million	Roll	
10/29/2014	48 - 28 - 59 - 25 - 57	16	3	$142 Million	Roll	
10/25/2014	54 - 57 - 51 - 6 - 10	12	2	$125 Million	Roll	
10/22/2014	40 - 42 - 30 - 29 - 50	16	2	$110 Million	Roll	
10/18/2014	36 - 20 - 54 - 27 - 26	19	2	$100 Million	Roll	
10/15/2014	5 - 7 - 28 - 27 - 19	20	2	$90 Million	Roll	
10/11/2014	37 - 39 - 38 - 19 - 10	28	2	$80 Million	Roll	
10/08/2014	46 - 50 - 16 - 31 - 5	18	3	$70 Million	Roll	
10/04/2014	13 - 33 - 18 - 24 - 25	31	2	$60 Million	Roll	
10/01/2014	20 - 1 - 45 - 18 - 4	7	2	$50 Million	Roll	
09/27/2014	54 - 11 - 52 - 35 - 2	13	3	$40 Million	Roll	
09/24/2014	7 - 14 - 24 - 41 - 21	26	4	$225 Million	Out of State Winner	
09/20/2014	23 - 22 - 30 - 39 - 37	16	4	$196 Million	Roll	
09/17/2014	36 - 18 - 25 - 50 - 48	23	2	$171 Million	Roll	
09/13/2014	37 - 6 - 1 - 53 - 16	27	3	$149 Million	Roll	
09/10/2014	14 - 39 - 2 - 40 - 43	13	5	$127 Million	Roll	
09/06/2014	29 - 43 - 31 - 50 - 9	18	2	$110 Million	Roll	
09/03/2014	43 - 2 - 51 - 45 - 16	35	3	$100 Million	Roll	
08/30/2014	5 - 52 - 28 - 59 - 31	27	2	$90 Million	Roll	
08/27/2014	24 - 17 - 45 - 46 - 26	19	3	$80 Million	Roll	
08/23/2014	52 - 28 - 36 - 32 - 35	31	3	$70 Million	Roll	
08/20/2014	21 - 40 - 8 - 38 - 4	3	2	$60 Million	Roll	
08/16/2014	7 - 8 - 17 - 59 - 48	9	2	$50 Million	Roll	
08/13/2014	37 - 8 - 40 - 52 - 39	24	2	$40 Million	Roll	
08/09/2014	34 - 12 - 31 - 51 - 3	24	2	$90 Million	Out of State Winner	
08/06/2014	49 - 1 - 8 - 24 - 28	24	5	$80 Million	Roll	
08/02/2014	12 - 46 - 44 - 47 - 26	29	2	$70 Million	Roll	
07/30/2014	49 - 13 - 30 - 53 - 42	29	3	$60 Million	Roll	
07/26/2014	38 - 39 - 28 - 24 - 30	16	2	$50 Million	Roll	
07/23/2014	22 - 12 - 4 - 31 - 10	3	5	$40 Million	Roll	
07/19/2014	10 - 53 - 17 - 25 - 45	9	2	$60 Million	Out of State Winner	
07/16/2014	5 - 32 - 26 - 18 - 15	35	3	$50 Million	Roll	
07/12/2014	23 - 7 - 2 - 3 - 51	26	2	$40 Million	Roll	
07/09/2014	9 - 55 - 42 - 25 - 57	14	2	$122 Million	Out of State Winner	
07/05/2014	34 - 58 - 24 - 36 - 57	11	4	$101 Million	Roll	
07/02/2014	58 - 18 - 53 - 8 - 45	35	2	$90 Million	Roll	
06/28/2014	56 - 8 - 12 - 43 - 34	9	2	$80 Million	Roll	
06/25/2014	50 - 53 - 10 - 20 - 25	35	4	$70 Million	Roll	
06/21/2014	41 - 6 - 54 - 5 - 37	26	3	$60 Million	Roll	
06/18/2014	6 - 52 - 59 - 29 - 9	7	3	$50 Million	Roll	
06/14/2014	33 - 54 - 42 - 9 - 45	30	3	$40 Million	Roll	
06/11/2014	14 - 25 - 33 - 18 - 49	23	5	$257 Million	Out of State Winner	
06/07/2014	58 - 30 - 35 - 28 - 59	15	2	$221 Million	Roll	
06/04/2014	22 - 7 - 1 - 10 - 49	24	3	$192 Million	Roll	
05/31/2014	34 - 15 - 48 - 27 - 31	1	2	$173 Million	Roll	
05/28/2014	24 - 2 - 28 - 32 - 59	25	3	$152 Million	Roll	
05/24/2014	55 - 15 - 49 - 16 - 28	18	2	$132 Million	Roll	
05/21/2014	20 - 34 - 58 - 4 - 39	31	5	$114 Million	Roll	
05/17/2014	32 - 23 - 47 - 39 - 49	22	3	$100 Million	Roll	
05/14/2014	55 - 7 - 52 - 33 - 39	33	3	$90 Million	Roll	
05/10/2014	41 - 47 - 55 - 31 - 4	1	2	$80 Million	Roll	
05/07/2014	48 - 31 - 17 - 49 - 29	34	2	$70 Million	Roll	
05/03/2014	15 - 5 - 46 - 49 - 16	26	4	$60 Million	Roll	
04/30/2014	9 - 2 - 19 - 50 - 11	32	3	$50 Million	Roll	
04/26/2014	30 - 3 - 22 - 7 - 33	20	3	$40 Million	Roll	
04/23/2014	29 - 48 - 36 - 19 - 25	12	4	$150 Million	Out of State Winner	
04/19/2014	35 - 6 - 51 - 5 - 29	21	5	$128 Million	Roll	
04/16/2014	42 - 34 - 59 - 39 - 44	8	3	$110 Million	Roll	
04/12/2014	26 - 45 - 14 - 55 - 54	20	2	$94 Million	Roll	
04/09/2014	49 - 14 - 48 - 9 - 44	29	2	$80 Million	Roll	
04/05/2014	26 - 11 - 21 - 34 - 33	29	5	$70 Million	Roll	
04/02/2014	19 - 22 - 13 - 53 - 8	24	2	$60 Million	Roll	
03/29/2014	3 - 12 - 27 - 38 - 2	17	2	$50 Million	Roll	
03/26/2014	33 - 41 - 59 - 44 - 28	21	2	$40 Million	Roll	
03/22/2014	55 - 13 - 28 - 58 - 31	15	2	$96 Million	Out of State Winner	
03/19/2014	34 - 23 - 43 - 19 - 2	14	2	$80 Million	Roll	
03/15/2014	34 - 5 - 51 - 2 - 58	9	4	$70 Million	Roll	
03/12/2014	28 - 54 - 14 - 15 - 37	10	2	$60 Million	Roll	
03/08/2014	14 - 24 - 32 - 41 - 10	30	2	$50 Million	Roll	
03/05/2014	26 - 3 - 9 - 7 - 54	19	2	$40 Million	Roll	
03/01/2014	3 - 8 - 25 - 47 - 30	13	4	$60 Million	Out of State Winner	
02/26/2014	42 - 11 - 12 - 38 - 17	2	2	$50 Million	Roll	
02/22/2014	13 - 2 - 54 - 14 - 3	4	5	$40 Million	Roll	
02/19/2014	17 - 49 - 54 - 35 - 1	34	3	$400 Million	Out of State Winner	
02/15/2014	9 - 23 - 2 - 14 - 21	3	3	$330 Million	Roll	
02/12/2014	52 - 49 - 36 - 57 - 44	1	2	$284 Million	Roll	
02/08/2014	54 - 37 - 34 - 25 - 24	29	2	$247 Million	Roll	
02/05/2014	8 - 57 - 17 - 59 - 32	24	3	$215 Million	Roll	
02/01/2014	12 - 15 - 38 - 5 - 27	7	2	$194 Million	Roll	
01/29/2014	47 - 23 - 11 - 28 - 32	20	2	$171 Million	Roll	
01/25/2014	57 - 8 - 55 - 12 - 18	2	2	$152 Million	Roll	
01/22/2014	55 - 2 - 7 - 1 - 9	29	3	$131 Million	Roll	
01/18/2014	38 - 14 - 13 - 19 - 31	25		$113 Million	Roll	
01/15/2014	29 - 8 - 9 - 7 - 24	25		$93 Million	Roll	
01/11/2014	54 - 15 - 48 - 33 - 10	34		$80 Million	Roll	
01/08/2014	39 - 28 - 58 - 47 - 10	22		$70 Million	Roll	
01/04/2014	19 - 58 - 37 - 20 - 41	14		$60 Million	Roll	
01/01/2014	52 - 48 - 15 - 24 - 40	23		$50 Million	Roll	
12/28/2013	56 - 51 - 35 - 44 - 8	18		$40 Million	Roll	
12/25/2013	38 - 56 - 28 - 39 - 23	32		$74 Million	Out of State Winner	
12/21/2013	36 - 51 - 45 - 25 - 40	8		$60 Million	Roll	
12/18/2013	39 - 7 - 40 - 24 - 37	1		$50 Million	Roll	
12/14/2013	33 - 41 - 25 - 14 - 32	34		$40 Million	Roll	
12/11/2013	10 - 18 - 19 - 1 - 13	27		$122 Million	Out of State Winner	
12/07/2013	45 - 13 - 48 - 32 - 20	17		$100 Million	Roll	
12/04/2013	9 - 6 - 11 - 44 - 31	25		$81 Million	Roll	
11/30/2013	26 - 5 - 45 - 44 - 57	29		$70 Million	Roll	
11/27/2013	57 - 25 - 18 - 55 - 50	17		$60 Million	Roll	
11/23/2013	12 - 52 - 55 - 43 - 5	10		$50 Million	Roll	
11/20/2013	32 - 4 - 45 - 23 - 18	7		$40 Million	Roll	
11/16/2013	29 - 37 - 59 - 10 - 44	10		$130 Million	Out of State Winner	
11/13/2013	31 - 5 - 55 - 50 - 56	9		$110 Million	Roll	
11/09/2013	37 - 56 - 3 - 49 - 9	32		$87 Million	Roll	
11/06/2013	49 - 1 - 5 - 10 - 15	22		$70 Million	Roll	
11/02/2013	27 - 40 - 13 - 23 - 24	17		$60 Million	Roll	
10/30/2013	54 - 2 - 49 - 36 - 40	10		$50 Million	Roll	
10/26/2013	56 - 6 - 4 - 34 - 49	29		$40 Million	Roll	
10/23/2013	47 - 34 - 23 - 31 - 3	13		$216 Million	Out of State Winner	
10/19/2013	33 - 9 - 56 - 54 - 57	5		$186 Million	Roll	
10/16/2013	3 - 42 - 26 - 34 - 28	28		$156 Million	Roll	
10/12/2013	10 - 58 - 26 - 57 - 8	4		$133 Million	Roll	
10/09/2013	9 - 38 - 3 - 33 - 19	18		$108 Million	Roll	
10/05/2013	11 - 39 - 40 - 17 - 12	5		$86 Million	Roll	
10/02/2013	6 - 51 - 42 - 4 - 25	17		$70 Million	Roll	
09/28/2013	47 - 53 - 14 - 52 - 54	5		$60 Million	Roll	
09/25/2013	49 - 7 - 17 - 53 - 2	23		$50 Million	Roll	
09/21/2013	58 - 54 - 45 - 17 - 12	13		$40 Million	Roll	
09/18/2013	7 - 10 - 35 - 32 - 22	19		$400 Million	Out of State Winner	
09/14/2013	1 - 25 - 44 - 17 - 37	20		$317 Million	Roll	
09/11/2013	19 - 33 - 42 - 52 - 11	33		$245 Million	Roll	
09/07/2013	2 - 22 - 19 - 45 - 26	24		$203 Million	Roll	
09/04/2013	2 - 45 - 26 - 9 - 47	11		$169 Million	Roll	
08/31/2013	40 - 25 - 7 - 56 - 2	20		$142 Million	Roll	
08/28/2013	32 - 19 - 7 - 9 - 6	13		$116 Million	Roll	
08/24/2013	45 - 17 - 59 - 12 - 25	19		$92 Million	Roll	
08/21/2013	30 - 48 - 42 - 46 - 40	23		$70 Million	Roll	
08/17/2013	18 - 54 - 56 - 21 - 46	23		$60 Million	Roll	
08/14/2013	17 - 43 - 11 - 4 - 51	20		$50 Million	Roll	
08/10/2013	37 - 58 - 14 - 4 - 12	13		$40 Million	Roll	
08/07/2013	58 - 5 - 25 - 59 - 30	32		$425 Million	Out of State Winner	
08/03/2013	24 - 36 - 21 - 45 - 42	15		$300 Million	Roll	
07/31/2013	8 - 24 - 59 - 39 - 49	5		$235 Million	Roll	
07/27/2013	58 - 53 - 40 - 23 - 9	6		$196 Million	Roll	
07/24/2013	44 - 29 - 54 - 40 - 9	7		$166 Million	Roll	
07/20/2013	14 - 27 - 58 - 25 - 38	6		$141 Million	Roll	
07/17/2013	22 - 1 - 42 - 38 - 34	17		$116 Million	Roll	
07/13/2013	8 - 37 - 2 - 35 - 22	6		$94 Million	Roll	
07/10/2013	55 - 45 - 31 - 30 - 59	27		$80 Million	Roll	
07/06/2013	52 - 2 - 36 - 35 - 13	11		$70 Million	Roll	
07/03/2013	40 - 6 - 51 - 29 - 3	4		$60 Million	Roll	
06/29/2013	28 - 8 - 56 - 53 - 30	16		$50 Million	Roll	
06/26/2013	1 - 46 - 39 - 33 - 18	33		$40 Million	Roll	
06/22/2013	33 - 57 - 19 - 23 - 13	28		$127 Million	Out of State Winner	
06/19/2013	57 - 47 - 46 - 52 - 7	17		$105 Million	Roll	
06/15/2013	48 - 55 - 28 - 40 - 36	1		$85 Million	Roll	
06/12/2013	22 - 16 - 42 - 23 - 55	32		$70 Million	Roll	
06/08/2013	2 - 26 - 11 - 32 - 22	19		$60 Million	Roll	
06/05/2013	4 - 36 - 26 - 33 - 55	32		$50 Million	Roll	
06/01/2013	33 - 53 - 59 - 22 - 28	14		$40 Million	Roll	
05/29/2013	49 - 14 - 9 - 17 - 57	2		$40 Million	1	CVO
05/25/2013	27 - 21 - 19 - 6 - 2	25		$50 Million	Out of State Winner	
05/22/2013	31 - 35 - 41 - 9 - 57	26		$40 Million	Roll	
05/18/2013	22 - 10 - 13 - 14 - 52	11		$600 Million	Out of State Winner	
05/15/2013	2 - 34 - 11 - 41 - 26	32		$360 Million	Roll	
05/11/2013	6 - 23 - 19 - 43 - 13	16		$270 Million	Roll	
05/08/2013	21 - 57 - 26 - 22 - 30	27		$222 Million	Roll	
05/04/2013	26 - 36 - 40 - 7 - 12	17		$191 Million	Roll	
05/01/2013	31 - 22 - 55 - 26 - 54	18		$165 Million	Roll	
04/27/2013	55 - 54 - 48 - 23 - 3	5		$140 Million	Roll	
04/24/2013	9 - 59 - 31 - 56 - 19	2		$116 Million	Roll	
04/20/2013	6 - 39 - 8 - 30 - 48	20		$95 Million	Roll	
04/17/2013	58 - 18 - 48 - 13 - 36	28		$80 Million	Roll	
04/13/2013	10 - 57 - 31 - 12 - 56	33		$70 Million	Roll	
04/10/2013	40 - 1 - 52 - 36 - 53	20		$60 Million	Roll	
04/06/2013	39 - 29 - 4 - 8 - 7	24		$50 Million	Roll	
04/03/2013	35 - 8 - 12 - 1 - 6	3		$40 Million	Roll	
03/30/2013	23 - 46 - 11 - 26 - 55	27		$50 Million	Out of State Winner	
03/27/2013	43 - 48 - 7 - 37 - 52	16		$40 Million	Roll	
03/23/2013	29 - 53 - 52 - 17 - 31	31		$320 Million	Out of State Winner	
03/20/2013	43 - 17 - 14 - 13 - 54	15		$260 Million	Roll	
03/16/2013	44 - 53 - 7 - 21 - 3	16		$216 Million	Roll	
03/13/2013	38 - 9 - 32 - 28 - 5	29		$183 Million	Roll	
03/09/2013	46 - 52 - 37 - 10 - 40	12		$150 Million	Roll	
03/06/2013	45 - 10 - 6 - 23 - 41	1		$123 Million	Roll	
03/02/2013	56 - 13 - 8 - 41 - 3	16		$103 Million	Roll	
02/27/2013	48 - 20 - 14 - 34 - 3	21		$90 Million	Roll	
02/23/2013	41 - 31 - 39 - 2 - 5	29		$80 Million	Roll	
02/20/2013	25 - 3 - 32 - 17 - 19	17		$70 Million	Roll	
02/16/2013	58 - 16 - 15 - 46 - 50	29		$60 Million	Roll	
02/13/2013	12 - 43 - 27 - 25 - 23	29		$50 Million	Roll	
02/09/2013	58 - 36 - 16 - 6 - 5	3		$40 Million	Roll	
02/06/2013	36 - 38 - 5 - 27 - 41	12		$208 Million	Out of State Winner	
02/02/2013	41 - 33 - 16 - 40 - 11	34		$176 Million	Roll	
01/30/2013	47 - 16 - 14 - 32 - 52	16		$151 Million	Roll	
01/26/2013	22 - 49 - 41 - 26 - 3	18		$130 Million	Roll	
01/23/2013	24 - 43 - 11 - 12 - 45	9		$110 Million	Roll	
01/19/2013	29 - 8 - 28 - 34 - 38	35		$100 Million	Roll	
01/16/2013	51 - 21 - 32 - 28 - 9	35		$90 Million	Roll	
01/12/2013	47 - 21 - 23 - 14 - 10	7		$80 Million	Roll	
01/09/2013	11 - 20 - 13 - 27 - 59	26		$70 Million	Roll	
01/05/2013	30 - 49 - 54 - 26 - 51	25		$60 Million	Roll	
01/02/2013	20 - 18 - 53 - 28 - 35	20		$50 Million	Roll	
12/29/2012	55 - 52 - 46 - 50 - 36	14		$40 Million	Roll	
12/26/2012	54 - 43 - 13 - 11 - 23	4		$50 Million	Out of State Winner	
12/22/2012	18 - 44 - 35 - 39 - 1	11		$40 Million	Roll	
12/19/2012	23 - 20 - 5 - 30 - 8	3		$50 Million	Out of State Winner	
12/15/2012	40 - 23 - 44 - 55 - 15	14		$40 Million	Roll	
12/12/2012	36 - 25 - 44 - 8 - 10	28		$50 Million	Out of State Winner	
12/08/2012	23 - 40 - 53 - 26 - 7	21		$40 Million	Roll	
12/05/2012	27 - 19 - 38 - 13 - 17	12		$50 Million	Out of State Winner	
12/01/2012	46 - 10 - 3 - 19 - 36	3		$40 Million	Roll	
11/28/2012	5 - 23 - 16 - 22 - 29	6		$550 Million	Out of State Winner	
11/24/2012	22 - 32 - 37 - 44 - 50	34		$325 Million	Roll	
11/21/2012	24 - 30 - 8 - 18 - 39	26		$250 Million	Roll	
11/17/2012	15 - 59 - 27 - 58 - 3	20		$214 Million	Roll	
11/14/2012	44 - 10 - 58 - 8 - 30	13		$185 Million	Roll	
11/10/2012	55 - 32 - 50 - 54 - 42	32		$168 Million	Roll	
11/07/2012	32 - 45 - 34 - 52 - 58	20		$143 Million	Roll	
11/03/2012	54 - 4 - 7 - 9 - 30	25		$124 Million	Roll	
10/31/2012	45 - 31 - 1 - 48 - 27	5		$110 Million	Roll	
10/27/2012	34 - 56 - 36 - 32 - 22	33		$100 Million	Roll	
10/24/2012	18 - 50 - 23 - 3 - 21	4		$90 Million	Roll	
10/20/2012	4 - 28 - 31 - 44 - 21	10		$80 Million	Roll	
10/17/2012	42 - 23 - 10 - 7 - 1	35		$70 Million	Roll	
10/13/2012	5 - 2 - 26 - 25 - 49	18		$60 Million	Roll	
10/10/2012	35 - 18 - 43 - 29 - 26	28		$50 Million	Roll	
10/06/2012	36 - 59 - 26 - 15 - 34	35		$40 Million	Roll	
10/03/2012	55 - 23 - 17 - 59 - 36	10		$50 Million	Out of State Winner	
09/29/2012	57 - 14 - 29 - 18 - 28	8		$40 Million	Roll	
09/26/2012	41 - 26 - 42 - 13 - 39	10		$200 Million	Out of State Winner	
09/22/2012	40 - 42 - 18 - 16 - 2	33		$174 Million	Roll	
09/19/2012	50 - 1 - 8 - 39 - 5	23		$149 Million	Roll	
09/15/2012	43 - 26 - 3 - 20 - 48	1		$125 Million	Roll	
09/12/2012	48 - 56 - 24 - 36 - 33	6		$110 Million	Roll	
09/08/2012	34 - 44 - 20 - 48 - 6	29		$100 Million	Roll	
09/05/2012	42 - 4 - 26 - 51 - 19	29		$90 Million	Roll	
09/01/2012	8 - 44 - 21 - 11 - 49	22		$80 Million	Roll	
08/29/2012	49 - 54 - 28 - 25 - 56	28		$70 Million	Roll	
08/25/2012	7 - 20 - 6 - 1 - 49	23		$60 Million	Roll	
08/22/2012	47 - 31 - 22 - 29 - 55	19		$50 Million	Roll	
08/18/2012	55 - 41 - 26 - 14 - 59	1		$40 Million	Roll	
08/15/2012	56 - 27 - 46 - 6 - 51	21		$320 Million	Out of State Winner	
08/11/2012	51 - 13 - 46 - 39 - 4	1		$253 Million	Roll	
08/08/2012	7 - 15 - 3 - 11 - 28	12		$212 Million	Roll	
08/04/2012	55 - 30 - 53 - 48 - 19	18		$181 Million	Roll	
08/01/2012	58 - 3 - 56 - 48 - 16	4		$158 Million	Roll	
07/28/2012	6 - 50 - 5 - 36 - 13	13		$139 Million	Roll	
07/25/2012	14 - 3 - 46 - 38 - 35	16		$121 Million	Roll	
07/21/2012	9 - 54 - 38 - 56 - 31	20		$110 Million	Roll	
07/18/2012	5 - 2 - 57 - 23 - 20	3		$100 Million	Roll	
07/14/2012	4 - 46 - 16 - 37 - 32	13		$90 Million	Roll	
07/11/2012	5 - 36 - 49 - 55 - 22	23		$80 Million	Roll	
07/07/2012	5 - 3 - 29 - 59 - 39	29		$70 Million	Roll	
07/04/2012	35 - 19 - 14 - 39 - 56	33		$60 Million	Roll	
06/30/2012	20 - 7 - 15 - 41 - 44	22		$50 Million	Roll	
06/27/2012	58 - 34 - 6 - 46 - 40	6		$40 Million	Roll	
06/23/2012	44 - 1 - 53 - 3 - 41	30		$60 Million	Out of State Winner	
06/20/2012	17 - 11 - 29 - 56 - 57	14		$50 Million	Roll	
06/16/2012	14 - 16 - 27 - 15 - 8	26		$40 Million	Roll	
06/13/2012	14 - 57 - 33 - 10 - 7	18		$240 Million	Out of State Winner	
06/09/2012	56 - 45 - 57 - 22 - 18	27		$205 Million	Roll	
06/06/2012	59 - 48 - 19 - 33 - 30	27		$177 Million	Roll	
06/02/2012	17 - 45 - 10 - 29 - 9	33		$164 Million	Roll	
05/30/2012	10 - 56 - 9 - 24 - 52	14		$146 Million	Roll	
05/26/2012	49 - 59 - 13 - 41 - 14	14		$128 Million	Roll	
05/23/2012	59 - 7 - 53 - 26 - 4	32		$110 Million	Roll	
05/19/2012	46 - 13 - 8 - 51 - 35	30		$100 Million	Roll	
05/16/2012	21 - 43 - 28 - 3 - 7	2		$90 Million	Roll	
05/12/2012	35 - 24 - 58 - 53 - 10	22		$80 Million	Roll	
05/09/2012	56 - 7 - 1 - 11 - 55	1		$70 Million	Roll	
05/05/2012	12 - 59 - 44 - 20 - 9	23		$60 Million	Roll	
05/02/2012	7 - 33 - 50 - 38 - 8	29		$50 Million	Roll	
04/28/2012	57 - 40 - 58 - 31 - 39	33		$40 Million	Roll	
04/25/2012	29 - 43 - 25 - 4 - 34	29		$173 Million	Out of State Winner	
04/21/2012	8 - 42 - 51 - 20 - 6	16		$152 Million	Roll	
04/18/2012	22 - 39 - 49 - 46 - 20	29		$131 Million	Roll	
04/14/2012	15 - 16 - 19 - 14 - 24	2		$113 Million	Roll	
04/11/2012	44 - 42 - 16 - 47 - 23	2		$94 Million	Roll	
04/07/2012	13 - 30 - 5 - 20 - 17	18		$80 Million	Roll	
04/04/2012	33 - 24 - 49 - 45 - 1	6		$70 Million	Roll	
03/31/2012	14 - 5 - 58 - 54 - 36	27		$60 Million	Roll	
03/28/2012	50 - 58 - 16 - 29 - 11	33		$50 Million	Roll	
03/24/2012	15 - 37 - 35 - 1 - 47	8		$40 Million	Roll	
03/21/2012	32 - 43 - 53 - 55 - 56	6		$70 Million	Out of State Winner	
03/17/2012	11 - 55 - 58 - 14 - 49	30		$60 Million	Roll	
03/14/2012	1 - 8 - 59 - 46 - 41	24		$50 Million	Roll	
03/10/2012	5 - 41 - 20 - 14 - 17	5		$40 Million	Roll	
03/07/2012	45 - 35 - 47 - 46 - 12	12		$60 Million	Out of State Winner	
03/03/2012	47 - 30 - 29 - 49 - 45	35		$50 Million	Roll	
02/29/2012	26 - 1 - 11 - 4 - 23	14		$40 Million	Roll	
02/25/2012	54 - 11 - 6 - 42 - 53	7		$70 Million	Out of State Winner	
02/22/2012	17 - 39 - 16 - 7 - 51	32		$60 Million	Roll	
02/18/2012	23 - 50 - 28 - 59 - 56	5		$50 Million	Roll	
02/15/2012	12 - 11 - 32 - 56 - 52	11		$40 Million	Roll	
02/11/2012	37 - 52 - 10 - 1 - 57	11		$325 Million	Out of State Winner	
02/08/2012	38 - 51 - 17 - 28 - 39	33		$250 Million	Roll	
02/04/2012	23 - 56 - 43 - 45 - 15	7		$200 Million	Roll	
02/01/2012	8 - 13 - 59 - 17 - 34	35		$170 Million	Roll	
01/28/2012	41 - 54 - 59 - 33 - 5	13		$146 Million	Roll	
01/25/2012	28 - 19 - 29 - 47 - 4	5		$120 Million	Roll	
01/21/2012	44 - 12 - 43 - 24 - 45	7		$100 Million	Roll	
01/18/2012	50 - 34 - 29 - 6 - 44	28		$80 Million	Roll	
 First Drawing for new $2 Powerball matrix was 1/18/2012.
01/14/2012	41 - 30 - 10 - 36 - 38	1	5	$66 Million	Roll	
01/11/2012	47 - 5 - 29 - 45 - 19	25	2	$54 Million	Roll	
01/07/2012	3 - 24 - 38 - 21 - 39	24	5	$44 Million	Roll	
01/04/2012	50 - 35 - 21 - 47 - 46	2	4	$30 Million	Roll	
12/31/2011	5 - 25 - 40 - 23 - 28	34	4	$25 Million	Roll	
12/28/2011	16 - 27 - 45 - 41 - 21	14	2	$20 Million	Roll	
12/24/2011	52 - 51 - 16 - 14 - 30	19	2	$125 Million	Out of State Winner	
12/21/2011	31 - 15 - 13 - 54 - 10	18	5	$104 Million	Roll	
12/17/2011	59 - 28 - 51 - 13 - 49	33	4	$91 Million	Roll	
12/14/2011	46 - 52 - 24 - 56 - 2	19	5	$78 Million	Roll	
12/10/2011	33 - 41 - 4 - 19 - 59	9	5	$67 Million	Roll	
12/07/2011	39 - 20 - 14 - 40 - 3	37	2	$52 Million	Roll	
12/03/2011	18 - 5 - 33 - 43 - 45	8	3	$40 Million	Roll	
11/30/2011	47 - 6 - 2 - 34 - 35	22	2	$31 Million	Roll	
11/26/2011	55 - 20 - 37 - 45 - 39	28	2	$25 Million	Roll	
11/23/2011	30 - 35 - 57 - 4 - 59	25	2	$20 Million	Roll	
11/19/2011	16 - 9 - 17 - 28 - 30	11	3	$60 Million	Out of State Winner	
11/16/2011	22 - 25 - 39 - 13 - 51	28	2	$46 Million	Roll	
11/12/2011	56 - 4 - 35 - 51 - 36	8	5	$35 Million	Roll	
11/09/2011	58 - 59 - 35 - 5 - 57	12	3	$25 Million	Roll	
11/05/2011	43 - 39 - 2 - 33 - 40	26	3	$20 Million	Roll	
11/02/2011	12 - 39 - 14 - 46 - 34	36	4	$245 Million	Out of State Winner	
10/29/2011	11 - 40 - 16 - 51 - 56	38	5	$203 Million	Roll	
10/26/2011	39 - 21 - 1 - 18 - 55	6	3	$173 Million	Roll	
10/22/2011	8 - 3 - 23 - 30 - 58	13	4	$148 Million	Roll	
10/19/2011	26 - 35 - 16 - 52 - 58	2	5	$124 Million	Roll	
10/15/2011	38 - 24 - 5 - 10 - 43	1	4	$105 Million	Roll	
10/12/2011	43 - 10 - 12 - 23 - 47	18	3	$86 Million	Roll	
10/08/2011	35 - 3 - 37 - 27 - 45	31	5	$71 Million	Roll	
10/05/2011	46 - 7 - 43 - 54 - 20	17	4	$58 Million	Roll	
10/01/2011	27 - 43 - 12 - 23 - 1	31	3	$47 Million	Roll	
09/28/2011	41 - 51 - 30 - 50 - 53	8	2	$37 Million	Roll	
09/24/2011	27 - 12 - 3 - 4 - 44	26	5	$30 Million	Roll	
09/21/2011	47 - 52 - 55 - 48 - 12	13	4	$25 Million	Roll	
09/17/2011	43 - 22 - 6 - 20 - 32	11	2	$20 Million	Roll	
09/14/2011	16 - 50 - 42 - 59 - 41	5	3	$25 Million	Out of State Winner	
09/10/2011	32 - 53 - 22 - 4 - 19	24	4	$20 Million	Roll	
09/07/2011	54 - 3 - 5 - 27 - 18	13	4	$107 Million	Out of State Winner	
09/03/2011	15 - 52 - 25 - 53 - 54	2	5	$91 Million	Roll	
08/31/2011	19 - 35 - 57 - 47 - 13	29	5	$75 Million	Roll	
08/27/2011	2 - 54 - 12 - 58 - 25	14	3	$61 Million	Roll	
08/24/2011	49 - 53 - 13 - 9 - 47	39	5	$47 Million	Roll	
08/20/2011	23 - 2 - 47 - 28 - 17	36	2	$37 Million	Roll	
08/17/2011	31 - 28 - 48 - 18 - 52	37	4	$25 Million	Roll	
08/13/2011	35 - 9 - 50 - 12 - 58	4	2	$20 Million	Roll	
08/10/2011	46 - 41 - 36 - 18 - 11	38	4	$220 Million	Out of State Winner	
08/06/2011	57 - 59 - 54 - 25 - 30	6	3	$180 Million	Roll	
08/03/2011	49 - 19 - 13 - 28 - 21	11	2	$160 Million	Roll	
07/30/2011	55 - 20 - 40 - 47 - 41	19	2	$133 Million	Roll	
07/27/2011	40 - 51 - 59 - 41 - 38	33	2	$111 Million	Roll	
07/23/2011	38 - 1 - 48 - 27 - 7	30	3	$92 Million	Roll	
